iter	Logloss
948	0.2825346413
949	0.2824876792
950	0.2824253593
951	0.2822510409
952	0.2821716488
953	0.2820884262
954	0.2819476315
955	0.2817821406
956	0.28163304
957	0.2815861369
958	0.2814356675
959	0.2813679309
960	0.2812425887
961	0.2810854501
962	0.280975711
963	0.2808125356
964	0.280697048
965	0.2806443201
966	0.2805614299
967	0.2801054549
968	0.2799260703
969	0.2796654493
970	0.2795177887
971	0.2793941829
972	0.2792959216
973	0.2791459234
974	0.2790258702
975	0.2789418398
976	0.2788848303
977	0.2787802691
978	0.278634857
979	0.2785833924
980	0.2785195897
981	0.2784693369
982	0.2783690261
983	0.2783235741
984	0.2782232375
985	0.2781577224
986	0.2780072241
987	0.2779403502
988	0.277735324
989	0.2776675723
990	0.2775396978
991	0.2774033823
992	0.2772773532
993	0.2771402256
994	0.2770991498
995	0.2770259932
996	0.2769988344
997	0.2767910061
998	0.2766699297
999	0.2765524827
